12,B0013,123,6,Food,2021-05-02 00:57:00,5,Enjoy!,2021-08-02,Aaron Koh,aaron.koh@gmail.com
50014,B0014,152,3,Ride,2021-05-03 15:53:00,10,Thanks for your support!,2021-08-03,Elliott Hui,elliott.hui@gmail.com
50015,B0015,152,2,Ride,2021-05-04 08:01:00,10,You will be missed!,2021-08-04,Kevin Ang,kevin.ang@gmail.com
50016,B0015,152,2,Ride,2021-05-04 08:01:00,10,You will be missed!,2021-08-04,Kevin Ang,kevin.ang@gmail.com
50017,B0015,152,3,Ride,2021-05-04 08:01:00,10,You will be missed!,2021-08-04,Kevin Ang,kevin.ang@gmail.com
13,B0016,123,3,Food,2021-05-04 13:41:00,15,You are AWESOME!,2021-08-04,Leon Kwek,leon.kwek@gmail.com
14,B0017,123,5,Food,2021-05-05 07:41:00,10,Friends forever!,2021-08-05,Jaxon Mok,jaxon.mok@gmail.com
15,B0018,123,4,Food,2021-05-16 13:33:00,15,Happy Birthday!,2021-08-16,Veronica Tan,veronica.tan@gmail.com
16,B0019,123,4,Food,2021-05-28 01:11:00,5,Enjoy!,2021-08-28,Adam Lim,adam.lim@gmail.com
17,B0019,123,6,Food,2021-05-28 01:11:00,5,Enjoy!,2021-08-28,Adam Lim,adam.lim@gmail.com
50018,B0019,457,2,Ride,2021-05-28 01:11:00,10,You will be missed!,2021-08-28,Hazel Tan,hazel.tan@gmail.com
50019,B0020,152,3,Ride,2021-06-04 12:44:00,15,Thanks for your support!,2021-09-04,Helen Lim,helen.lim@gmail.com
50020,B0021,152,6,Ride,2021-06-05 12:04:00,5,Happy Always!,2021-09-05,Wilfred Lim,willful@hotmail.com
50021,B0021,152,2,Ride,2021-06-05 12:04:00,5,Happy Always!,2021-09-05,Wilfred Lim,willful@hotmail.com
50022,B0021,152,6,Ride,2021-06-05 12:04:00,5,Happy Always!,2021-09-05,Wilfred Lim,willful@hotmail.com
18,B0022,123,5,Food,2021-06-06 13:21:00,10,You deserve a good rest!,2021-09-06,Sophia Loh,soulfool@yahoo.com
50023,B0022,457,1,Ride,2021-06-06 13:21:00,10,You deserve a good rest!,2021-09-06,Isaac Chew,chewytoe@gmail.com
50024,B0023,457,1,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Charlene Zhu,zhuzhutrain@outlook.com
50025,B0023,457,3,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Charlene Zhu,zhuzhutrain@outlook.com
50026,B0023,457,4,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Charlene Zhu,zhuzhutrain@outlook.com
50027,B0023,152,3,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Charlene Zhu,zhuzhutrain@outlook.com
50028,B0023,152,3,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Danny Lam,lamsiusiu@yahoo.com
50029,B0023,152,3,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Danny Lam,lamsiusiu@yahoo.com
50030,B0023,152,4,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Danny Lam,lamsiusiu@yahoo.com
50031,B0023,457,4,Ride,2021-06-06 14:49:00,5,Many thanks!,2021-09-06,Danny Lam,lamsiusiu@yahoo.com
19,B0024,123,6,Food,2021-06-07 21:14:00,10,Thank you!,2021-09-07,Eden Tan,eatturn@gmail.com
20,B0024,123,5,Food,2021-06-07 21:14:00,10,Thank you!,2021-09-07,Eve Ang,elfie@gmail.com
21,B0024,123,4,Food,2021-06-07 21:14:00,10,Thank you!,2021-09-07,Zack Chen,zackyzap@gmail.com
22,B0024,123,4,Food,2021-06-07 21:14:00,10,Thank you!,2021-09-07,Zen Song,songswan@yahoo.com
23,B0024,123,4,Food,2021-06-07 21:14:00,10,Thank you!,2021-09-07,Lawrence Chen,lawnren@gmail.com
24,B0025,123,2,Food,2021-06-09 19:24:00,5,Enjoy!,2021-09-09,Dresden Ong,Dres-down@outlook.com
25,B0026,123,2,Food,2021-06-11 17:54:00,5,A big thank you!,2021-09-11,Mary Wu,mary.wu@gmail.com
26,B0026,123,3,Food,2021-06-11 17:54:00,5,A big thank you!,2021-09-11,Mary Wu,mary.wu@gmail.com
27,B0026,123,2,Food,2021-06-11 17:54:00,5,A big thank you!,2021-09-11,Aly Song,aly.song@gmail.com
28,B0026,123,4,Food,2021-06-11 17:54:00,5,A big thank you!,2021-09-11,Aly Song,aly.song@gmail.com
29,B0027,123,1,Food,2021-06-15 12:44:00,5,Friends forever!,2021-09-15,Tara Yang,tara.yang@gmail.com
50032,B0027,457,2,Ride,2021-06-15 12:44:00,5,Friends forever!,2021-09-15,Tara Yang,tara.yang@gmail.com
50033,B0027,457,6,Ride,2021-06-15 12:44:00,5,Friends forever!,2021-09-15,Tara Yang,tara.yang@gmail.com
30,B0028,123,2,Food,2021-06-19 10:33:00,10,You are AMAZING!,2021-09-19,Lawrence Chen,lawnren@gmail.com
50034,B0028,457,2,Ride,2021-06-19 10:33:00,10,You are AMAZING!,2021-09-19,Lawrence Chen,lawnren@gmail.com
31,B0029,123,4,Food,2021-06-21 21:48:00,15,Thanks for your encouragement!,2021-09-21,Elliott Hui,elliott.hui@gmail.com
50035,B0030,152,1,Ride,2021-06-30 20:25:00,10,You deserve a good rest!,2021-09-30,Patrick Lai,patrick.lai@gmail.com
50036,B0030,152,4,Ride,2021-06-30 20:25:00,10,You deserve a good rest!,2021-09-30,Aaron Koh,aaron.koh@gmail.com
50037,B0030,152,5,Ride,2021-06-30 20:25:00,10,You deserve a good rest!,2021-09-30,Elliott Hui,elliott.hui@gmail.com
50038,B0030,152,3,Ride,2021-06-30 20:25:00,10,You deserve a good rest!,2021-09-30,Kevin Ang,kevin.ang@gmail.com
50039,B0030,152,2,Ride,2021-06-30 20:25:00,10,You deserve a good rest!,2021-09-30,Leon Kwek,leon.kwek@gmail.com
50040,B0030,152,3,Ride,2021-06-30 20:25:00,15,Well done!,2021-09-30,Jaxon Mok,jaxon.mok@gmail.com
32,B0031,123,2,Food,2021-07-13 22:08:00,20,Well done!,2021-10-13,James Tan,jamestan@gmail.com
33,B0032,123,3,Food,2021-07-30 10:08:00,15,Job well done!,2021-10-30,Eve Ang,elfie@gmail.com
34,B0033,123,4,Food,2021-08-13 13:48:00,10,Thanks for your hard work!,2021-11-13,Wilfred Lim,willful@hotmail.com
50041,B0033,152,5,Ride,2021-08-13 13:48:00,5,Enjoy!,2021-11-13,Mandy Brown,mandy.brown@yahoo.com
50042,B0033,457,3,Ride,2021-08-13 13:48:00,5,Enjoy!,2021-11-13,Mandy Brown,mandy.brown@yahoo.com
50043,B0033,457,2,Ride,2021-08-13 13:48:00,5,Enjoy!,2021-11-13,Mandy Brown,mandy.brown@yahoo.com
50044,B0034,457,4,Ride,2021-08-19 22:22:00,15,Keep up the good work!,2021-11-19,Eve Ang,elfie@gmail.com
35,B0035,123,3,Food,2021-08-21 11:48:00,15,Awesome work!,2021-11-21,Charlene Zhu,zhuzhutrain@outlook.com
36,B0035,123,1,Food,2021-08-21 11:48:00,15,Awesome work!,2021-11-21,Danny Lam,lamsiusiu@yahoo.com
37,B0035,123,3,Food,2021-08-21 11:48:00,15,Awesome work!,2021-11-21,Eden Tan,eatturn@gmail.com
38,B0036,123,4,Food,2021-09-01 17:13:00,5,Thank you!,2021-12-01,Jaxon Mok,jaxon.mok@gmail.com
39,B0036,123,5,Food,2021-09-01 17:13:00,5,Thank you!,2021-12-01,Jaxon Mok,jaxon.mok@gmail.com
40,B0036,123,2,Food,2021-09-01 17:13:00,5,Thank you!,2021-12-01,Jaxon Mok,jaxon.mok@gmail.com
41,B0036,123,1,Food,2021-09-01 17:13:00,5,Thank you!,2021-12-01,Jaxon Mok,jaxon.mok@gmail.com
42,B0036,123,1,Food,2021-09-01 17:13:00,5,Thank you!,2021-12-01,Jaxon Mok,jaxon.mok@gmail.com
50045,B0037,457,1,Ride,2021-09-06 22:36:00,10,Big Thank You!,2021-12-06,Dawn Gan,dawn.gan@gmail.com
43,B0038,123,5,Food,2021-09-15 11:39:00,5,Many thanks!,2021-12-15,Kevin Ang,kevin.ang@gmail.com
44,B0038,123,3,Food,2021-09-15 11:39:00,5,Many thanks!,2021-12-15,Kevin Ang,kevin.ang@gmail.com
45,B0038,123,1,Food,2021-09-15 11:39:00,5,Many thanks!,2021-12-15,Kevin Ang,kevin.ang@gmail.com
46,B0038,123,2,Food,2021-09-15 11:39:00,5,Many thanks!,2021-12-15,Kevin Ang,kevin.ang@gmail.com
47,B0038,123,1,Food,2021-09-15 11:39:00,5,Many thanks!,2021-12-15,Kevin Ang,kevin.ang@gmail.com
50046,B0038,457,2,Ride,2021-09-15 11:39:00,15,Many thanks!,2021-12-15,Alan Ong,alanong@outlook.com
50047,B0038,152,6,Ride,2021-09-15 11:39:00,15,Many thanks!,2021-12-15,Alan Ong,alanong@outlook.com
50048,B0038,152,4,Ride,2021-09-15 11:39:00,15,Many thanks!,2021-12-15,Alan Ong,alanong@outlook.com
50049,B0038,152,2,Ride,2021-09-15 11:39:00,15,Many thanks!,2021-12-15,Alan Ong,alanong@outlook.com
50050,B0039,152,1,Ride,2021-09-26 17:28:00,10,Thank you!,2021-12-26,James Tan,jamestan@gmail.com
50051,B0040,152,3,Ride,2021-10-03 06:01:00,5,Good job!,2021-01-03,Helen Lim,helen.lim@gmail.com
50052,B0040,152,5,Ride,2021-10-03 06:01:00,5,Good job!,2021-01-03,Helen Lim,helen.lim@gmail.com
50053,B0040,152,6,Ride,2021-10-03 06:01:00,5,Good job!,2021-01-03,Helen Lim,helen.lim@gmail.com
50054,B0041,152,1,Ride,2021-10-19 10:15:00,5,Friends forever!,2021-01-19,Leon Kwek,leon.kwek@gmail.com
50055,B0041,152,1,Ride,2021-10-19 10:15:00,5,Friends forever!,2021-01-19,Leon Kwek,leon.kwek@gmail.com
50056,B0041,457,4,Ride,2021-10-19 10:15:00,5,Friends forever!,2021-01-19,Leon Kwek,leon.kwek@gmail.com
50057,B0041,457,2,Ride,2021-10-19 10:15:00,5,Friends forever!,2021-01-19,Leon Kwek,leon.kwek@gmail.com
48,B0042,123,5,Food,2021-10-26 09:33:00,10,You are the best!,2021-01-26,Mary Wu,mary.wu@gmail.com
49,B0043,123,6,Food,2021-10-31 19:31:00,5,Thanks!,2021-01-31,Veronica Tan,veronica.tan@gmail.com
50058,B0044,457,2,Ride,2021-11-06 17:21:00,10,Many blessings!,2021-02-06,Jon Pang,jon.pang@gmail.com
50059,B0044,457,3,Ride,2021-11-06 17:21:00,10,Many blessings!,2021-02-06,Kevin Ang,kevin.ang@gmail.com
50060,B0044,457,6,Ride,2021-11-06 17:21:00,10,Many blessings!,2021-02-06,Leon Kwek,leon.kwek@gmail.com
50,B0045,123,1,Food,2021-11-11 10:39:00,15,Thanks!,2021-02-11,Adam Lim,adam.lim@gmail.com
51,B0046,123,6,Food,2021-11-16 19:35:00,10,Keep up the good work!,2021-02-16,Tara Yang,tara.yang@gmail.com
52,B0047,123,5,Food,2021-11-19 10:20:00,10,Keep up the good work!,2021-02-19,Nicole Tan,nicole.tan@gmail.com
53,B0047,123,5,Food,2021-11-19 10:20:00,10,Keep up the good work!,2021-02-19,Melinda Lim,melinda.lim@gmail.com
54,B0047,123,3,Food,2021-11-19 10:20:00,10,Keep up the good work!,2021-02-19,Amir Huang,amir.huang@gmail.com
55,B0047,123,2,Food,2021-11-19 10:20:00,15,Keep up the good work!,2021-02-19,Patrick Lai,patrick.lai@gmail.com
50061,B0048,152,3,Ride,2021-11-28 18:10:00,20,Thanks for your support!,2021-02-28,Veronica Tan,veronica.tan@gmail.com
56,B0049,123,5,Food,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
57,B0049,123,2,Food,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
58,B0049,123,5,Food,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
59,B0049,123,2,Food,2021-12-03 10:21:00,10,Thank you!,2021-03-03,Alan Ong,alanong@outlook.com
60,B0049,123,2,Food,2021-12-03 10:21:00,10,Thank you!,2021-03-03,Jon Pang,jon.pang@gmail.com
61,B0049,123,4,Food,2021-12-03 10:21:00,10,Thank you!,2021-03-03,Aaron Koh,aaron.koh@gmail.com
50062,B0049,152,3,Ride,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
50063,B0049,152,4,Ride,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
50064,B0049,152,1,Ride,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
50065,B0049,152,3,Ride,2021-12-03 10:21:00,5,Awesome work!,2021-03-03,Zack Chen,zackyzap@gmail.com
62,B0050,123,3,Food,2021-12-09 10:12:00,10,Thank you!,2021-03-09,Jaxon Mok,jaxon.mok@gmail.com
50066,B0051,152,5,Ride,2021-12-12 15:25:00,5,Enjoy!,2021-03-12,Ice Ng,ice.ng@gmail.com
50067,B0051,152,1,Ride,2021-12-12 15:25:00,5,Enjoy!,2021-03-12,Ice Ng,ice.ng@gmail.com
50068,B0051,457,5,Ride,2021-12-12 15:25:00,5,Enjoy!,2021-03-12,Ice Ng,ice.ng@gmail.com
50069,B0051,457,6,Ride,2021-12-12 15:25:00,5,Enjoy!,2021-03-12,Ice Ng,ice.ng@gmail.com
50070,B0051,457,5,Ride,2021-12-12 15:25:00,5,Enjoy!,2021-03-12,Ice Ng,ice.ng@gmail.com
50071,B0052,457,6,Ride,2021-12-13 20:55:00,20,A big thank you!,2021-03-13,Aly Song,aly.song@gmail.com
50072,B0052,457,5,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Melinda Lim,melinda.lim@gmail.com
50073,B0052,152,6,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Patrick Lai,patrick.lai@gmail.com
50074,B0052,152,2,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Elliott Hui,elliott.hui@gmail.com
50075,B0052,152,2,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Leon Kwek,leon.kwek@gmail.com
50076,B0052,152,5,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Hazel Tan,hazel.tan@gmail.com
50077,B0052,152,1,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Mandy Brown,mandy.brown@yahoo.com
50078,B0052,152,2,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Dawn Gan,dawn.gan@gmail.com
50079,B0052,152,5,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Tara Yang,tara.yang@gmail.com
50080,B0052,152,5,Ride,2021-12-13 20:55:00,20,Awesome work!,2021-03-13,Veronica Tan,veronica.tan@gmail.com
63,B0053,123,3,Food,2021-12-14 15:51:00,10,Enjoy!,2021-03-14,Mary Wu,mary.wu@gmail.com
64,B0054,123,6,Food,2021-12-18 14:12:00,10,A big thank you!,2021-03-18,Zen Song,songswan@yahoo.com
50081,B0054,152,6,Ride,2021-12-18 14:12:00,5,Enjoy!,2021-03-18,Danny Lam,lamsiusiu@yahoo.com
50082,B0054,152,3,Ride,2021-12-18 14:12:00,5,Enjoy!,2021-03-18,Danny Lam,lamsiusiu@yahoo.com
50083,B0054,457,2,Ride,2021-12-18 14:12:00,15,You deserve a good rest!,2021-03-18,Zen Song,songswan@yahoo.com
65,B0055,123,3,Food,2021-12-22 10:07:00,10,Thank you!,2021-03-22,Ice Ng,ice.ng@gmail.com
66,B0056,123,1,Food,2021-12-24 09:14:00,10,Thank you!,2021-03-24,Jon Pang,jon.pang@gmail.com
67,B0056,123,5,Food,2021-12-24 09:14:00,10,Thank you!,2021-03-24,Nicole Tan,nicole.tan@gmail.com
50084,B0057,457,4,Ride,2021-12-24 10:59:00,15,Thank you!,2021-03-24,Melinda Lim,melinda.lim@gmail.com
68,B0058,123,3,Food,2021-12-24 11:11:00,10,Thank you!,2021-03-24,Aaron Koh,aaron.koh@gmail.com
69,B0058,123,5,Food,2021-12-24 11:11:00,10,Thank you!,2021-03-24,Kevin Ang,kevin.ang@gmail.com
70,B0058,123,3,Food,2021-12-24 11:11:00,10,Thank you!,2021-03-24,Adam Lim,adam.lim@gmail.com
71,B0058,123,6,Food,2021-12-24 11:11:00,10,Thank you!,2021-03-24,Jaxon Mok,jaxon.mok@gmail.com
50085,B0059,457,5,Ride,2021-12-24 17:52:00,5,Enjoy!,2021-03-24,Hazel Tan,hazel.tan@gmail.com
50086,B0060,457,4,Ride,2021-12-25 00:11:00,5,Enjoy!,2021-03-25,Hazel Tan,hazel.tan@gmail.com
72,B0061,123,5,Food,2021-12-26 12:12:00,10,You deserve a good rest!,2021-03-26,Alan Ong,alanong@outlook.com
73,B0062,123,4,Food,2021-12-27 16:54:00,10,Friends forever!,2021-03-27,Dawn Gan,dawn.gan@gmail.com
74,B0062,123,5,Food,2021-12-27 16:54:00,10,Friends forever!,2021-03-27,Nicole Tan,nicole.tan@gmail.com
75,B0062,123,3,Food,2021-12-27 16:54:00,10,Friends forever!,2021-03-27,Elliott Hui,elliott.hui@gmail.com
50087,B0063,457,3,Ride,2021-12-28 16:08:00,10,Good job!,2021-03-28,Patrick Lai,patrick.lai@gmail.com
50088,B0063,457,5,Ride,2021-12-28 16:08:00,10,Good job!,2021-03-28,Wilfred Lim,willful@hotmail.com
50089,B0064,152,2,Ride,2021-12-29 17:30:00,5,Enjoy!,2021-03-29,Mandy Brown,mandy.brown@yahoo.com
50090,B0064,152,2,Ride,2021-12-29 17:30:00,5,Enjoy!,2021-03-29,Mandy Brown,mandy.brown@yahoo.com
50091,B0064,152,2,Ride,2021-12-29 17:30:00,5,Enjoy!,2021-03-29,Mandy Brown,mandy.brown@yahoo.com
50092,B0064,152,2,Ride,2021-12-29 17:30:00,5,Enjoy!,2021-03-29,Mandy Brown,mandy.brown@yahoo.com
50093,B0065,152,6,Ride,2021-12-30 12:31:00,15,Good job!,2021-03-30,Eve Ang,elfie@gmail.com
76,B0066,123,4,Food,2022-01-03 05:22:00,5,Enjoy!,2022-04-03,Aly Song,aly.song@gmail.com
77,B0067,123,2,Food,2022-01-06 07:15:00,10,Thanks for listening!,2022-04-06,Melinda Lim,melinda.lim@gmail.com
78,B0068,123,1,Food,2022-01-09 07:31:00,10,Thanks for your encouragement!,2022-04-09,Charlene Zhu,zhuzhutrain@outlook.com
79,B0068,123,6,Food,2022-01-09 07:31:00,10,Thanks for your encouragement!,2022-04-09,Danny Lam,lamsiusiu@yahoo.com
50094,B0068,152,1,Ride,2022-01-09 07:31:00,15,Thanks for your encouragement!,2022-04-09,Adam Lim,adam.lim@gmail.com
50095,B0068,152,2,Ride,2022-01-09 07:31:00,15,Thanks for your encouragement!,2022-04-09,Sophia Loh,soulfool@yahoo.com
80,B0069,123,5,Food,2022-01-11 13:59:00,5,Thank you!,2022-04-11,Zack Chen,zackyzap@gmail.com
81,B0069,123,4,Food,2022-01-11 13:59:00,5,Thank you!,2022-04-11,Zack Chen,zackyzap@gmail.com
50096,B0069,152,3,Ride,2022-01-11 13:59:00,10,Thank you!,2022-04-11,Eden Tan,eatturn@gmail.com
50097,B0069,152,5,Ride,2022-01-11 13:59:00,10,Thank you!,2022-04-11,Eve Ang,elfie@gmail.com
82,B0070,123,4,Food,2022-01-14 13:40:00,10,Good job!,2022-04-14,Amir Huang,amir.huang@gmail.com
50098,B0071,152,3,Ride,2022-01-17 17:16:00,20,Many Thanks!,2022-04-17,Dawn Gan,dawn.gan@gmail.com
83,B0072,123,2,Food,2022-01-23 14:00:00,10,Many thanks!,2022-04-23,Melinda Lim,melinda.lim@gmail.com
84,B0073,123,5,Food,2022-01-25 14:22:00,5,Enjoy!,2022-04-25,Zen Song,songswan@yahoo.com
85,B0074,123,6,Food,2022-01-28 21:50:00,5,Enjoy!,2022-04-28,Mary Wu,mary.wu@gmail.com
86,B0074,123,5,Food,2022-01-28 21:50:00,5,Enjoy!,2022-04-28,Mary Wu,mary.wu@gmail.com
87,B0074,123,1,Food,2022-01-28 21:50:00,5,Enjoy!,2022-04-28,Mary Wu,mary.wu@gmail.com
50099,B0074,152,3,Ride,2022-01-28 21:50:00,10,Thanks for your encouragement!,2022-04-28,Jon Pang,jon.pang@gmail.com
50100,B0074,152,6,Ride,2022-01-28 21:50:00,10,Thanks for your encouragement!,2022-04-28,Adam Lim,adam.lim@gmail.com
50101,B0074,152,2,Ride,2022-01-28 21:50:00,10,Thanks for your encouragement!,2022-04-28,Hazel Tan,hazel.tan@gmail.com
88,B0075,123,3,Food,2022-01-31 16:44:00,15,Awesome work!,2022-04-31,Zack Chen,zackyzap@gmail.com
50102,B0076,152,1,Ride,2022-02-03 12:41:00,10,Thanks for everything!,2022-05-03,Alan Ong,alanong@outlook.com
50103,B0076,152,1,Ride,2022-02-03 12:41:00,10,Thanks for everything!,2022-05-03,Mandy Brown,mandy.brown@yahoo.com
50104,B0076,457,6,Ride,2022-02-03 12:41:00,10,Thanks for everything!,2022-05-03,Ice Ng,ice.ng@gmail.com
50105,B0077,457,6,Ride,2022-02-05 15:54:00,10,Thanks for everything!,2022-05-05,Dawn Gan,dawn.gan@gmail.com
50106,B0078,457,4,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Mary Wu,mary.wu@gmail.com
50107,B0078,457,4,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Aly Song,aly.song@gmail.com
50108,B0078,457,4,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Jon Pang,jon.pang@gmail.com
50109,B0078,457,1,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Tara Yang,tara.yang@gmail.com
50110,B0078,457,5,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Nicole Tan,nicole.tan@gmail.com
50111,B0078,457,1,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Melinda Lim,melinda.lim@gmail.com
50112,B0078,152,6,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Amir Huang,amir.huang@gmail.com
50113,B0078,152,5,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Patrick Lai,patrick.lai@gmail.com
50114,B0078,152,2,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Aaron Koh,aaron.koh@gmail.com
50115,B0078,152,3,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Elliott Hui,elliott.hui@gmail.com
50116,B0078,152,2,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Kevin Ang,kevin.ang@gmail.com
50117,B0078,152,1,Ride,2022-02-08 12:34:00,10,Thanks for everything!,2022-05-08,Leon Kwek,leon.kwek@gmail.com
50118,B0079,152,3,Ride,2022-02-12 10:33:00,20,Awesome work!,2022-05-12,Helen Lim,helen.lim@gmail.com
50119,B0079,152,5,Ride,2022-02-12 10:33:00,20,Awesome work!,2022-05-12,Wilfred Lim,willful@hotmail.com
89,B0080,123,4,Food,2022-02-15 18:19:00,20,I couldn't thank you enough!,2022-05-15,Jaxon Mok,jaxon.mok@gmail.com
50120,B0081,152,1,Ride,2022-02-18 14:17:00,20,Well done!,2022-05-18,Veronica Tan,veronica.tan@gmail.com
90,B0082,123,6,Food,2022-02-21 16:41:00,15,Enjoy!,2022-05-21,Adam Lim,adam.lim@gmail.com
91,B0083,123,6,Food,2022-02-23 19:31:00,10,Many Thanks!,2022-05-23,Hazel Tan,hazel.tan@gmail.com
92,B0084,123,6,Food,2022-02-24 17:45:00,10,Thank you!,2022-05-24,Isaac Chew,chewytoe@gmail.com
93,B0084,123,4,Food,2022-02-24 17:45:00,10,Thank you!,2022-05-24,Sophia Loh,soulfool@yahoo.com
50121,B0084,457,2,Ride,2022-02-24 17:45:00,5,Enjoy!,2022-05-24,Charlene Zhu,zhuzhutrain@outlook.com
50122,B0084,457,5,Ride,2022-02-24 17:45:00,5,Enjoy!,2022-05-24,Charlene Zhu,zhuzhutrain@outlook.com
50123,B0084,457,3,Ride,2022-02-24 17:45:00,5,Enjoy!,2022-05-24,Charlene Zhu,zhuzhutrain@outlook.com
50124,B0084,457,5,Ride,2022-02-24 17:45:00,20,A big thank you!,2022-05-24,Danny Lam,lamsiusiu@yahoo.com
94,B0085,123,5,Food,2022-02-25 13:04:00,5,Enjoy!,2022-05-25,Dresden Ong,Dres-down@outlook.com
